20210409_102145.jpeg,thumps-DOWN,1720.52355,1503.64511,-2120.6978,1813.8988,1412.93711,-1993.00644,1864.8631,1423.12606,-1991.94123,1916.77449,1433.00358,-1991.3044,1686.80593,1384.62019,-1992.46134,1635.48589,1371.43326,-1991.72564,1583.87778,1359.24791,-1992.69058,1971.50854,1517.30595,-1190.64175,1508.68062,1413.01097,-1129.26624,1786.20723,1643.54611,-1819.38487,1603.76133,1602.44425,-1800.60114,2078.29864,2005.37062,-723.3194,1201.38938,1895.89345,-592.61928,2443.47091,2422.03859,-1195.92178,590.10204,2064.27784,-1269.6688,2217.33636,2613.04837,-2735.06595,621.79179,1604.31069,-2653.32062,2146.11104,2723.33447,-3085.33786,624.82387,1467.35267,-3016.29743,2065.86814,2611.5981,-3113.30523,704.68242,1406.94958,-2983.53933,2069.23823,2592.54009,-2776.17097,750.65065,1475.05327,-2699.18284,1838.42672,3206.69348,-89.32736,1353.32982,3204.66415,97.13631,1743.28206,3987.97653,167.45043,1190.78982,4044.83885,192.86351,1617.49839,4454.28041,1867.05514,1226.93656,4396.74175,2273.82816,1579.92534,4512.41467,1998.38603,1263.91259,4423.34959,2449.22999,1591.60043,4777.67567,1527.83717,1189.5725,4733.23601,2096.35521
20210409_102149.jpeg,thumps-DOWN,1572.21666,1632.48884,-1830.74613,1659.03319,1544.29125,-1715.99528,1710.3048,1548.1986,-1715.47626,1762.60872,1551.6578,-1715.03267,1533.18789,1535.09601,-1680.25806,1484.49945,1530.11143,-1679.6366,1435.55506,1526.12525,-1680.58152,1847.38655,1637.97751,-1046.90286,1391.12295,1597.6227,-805.00979,1664.15094,1768.21225,-1585.30773,1485.56186,1753.06972,-1514.39718,2045.61426,2168.20405,-619.11565,1167.29483,2106.82156,-342.5087,2439.43171,2531.05246,-823.05518,546.81263,2249.01469,-762.99392,2182.92634,2745.41704,-1941.32771,503.01479,1819.17826,-1851.43755,2116.54002,2844.96612,-2248.77735,485.17404,1686.44896,-2185.25419,2022.2304,2750.31549,-2275.29739,565.04559,1634.66314,-2176.23553,2027.53394,2731.59731,-1975.72437,618.61696,1702.8447,-1906.69078,1815.23175,3332.83277,-162.0382,1333.74272,3336.29418,169.9499,1727.84886,4070.71246,165.20659,1196.29808,4127.26719,398.03049,1678.52281,4494.40344,1810.36497,1207.78808,4530.25255,2175.79597,1673.21942,4550.85316,1940.70081,1247.0724,4572.87455,2323.24517,1603.251,4774.76741,1494.48492,1148.03321,4836.47195,1935.33518
20210409_102157.jpeg,thumps-DOWN,1817.89175,1924.8677,-2193.53172,1924.69799,1841.49387,-2090.63104,1968.25719,1865.63209,-2089.16508,2013.02611,1889.66104,-2089.05193,1810.43342,1769.38843,-2141.55716,1763.48721,1737.36867,-2141.58184,1716.03393,1706.31231,-2143.39128,2020.23113,1940.00127,-1218.02872,1607.31332,1690.89375,-1426.38848,1824.74445,2055.0764,-1842.89243,1666.29036,1959.01712,-1902.61929,2025.78255,2300.38764,-806.0854,1104.0911,2028.57563,-870.65273,2250.92748,2693.72686,-1553.00579,320.79782,1999.89201,-1710.97608,2075.67744,2724.20292,-3114.28306,597.39759,1641.8635,-2662.06859,2019.06721,2781.18126,-3427.24764,664.61964,1524.10144,-2935.52962,1979.78017,2680.503,-3379.31429,756.27129,1499.93262,-2782.78355,1970.57091,2688.79396,-3140.50463,763.23147,1577.71594,-2640.87646,1772.47948,3460.7605,-17.67248,1260.10194,3445.36014,24.24688,1740.81422,4300.69569,383.72458,1179.51735,4284.0333,476.20427,1672.45346,4668.78693,2281.17241,1133.62098,4654.17509,2539.75031,1635.89953,4696.95667,2448.69172,1137.25415,4670.00403,2722.89621,1645.70216,4990.75342,2006.4323,1157.57834,5004.7997,2271.76542
20210409_102158.jpeg,thumps-DOWN,1751.35844,1693.57311,-3017.12843,1869.40285,1619.31266,-2890.48412,1914.62669,1650.16989,-2888.87241,1960.64101,1680.67861,-2889.13223,1751.61547,1527.0039,-2950.38202,1701.99328,1487.20238,-2949.88535,1651.67497,1448.58419,-2950.63688,1958.19769,1735.9709,-1849.86697,1527.91105,1425.7441,-2127.68941,1742.60069,1834.79237,-2603.15922,1577.89147,1715.26763,-2683.54848,1944.07415,2089.36569,-1349.89548,959.1543,1769.02765,-1497.06995,2153.29976,2481.43213,-2306.6392,214.48073,1902.8962,-2468.33346,2007.54268,2415.00939,-4363.19486,348.8962,1546.85099,-3949.43069,1980.3827,2446.46828,-4779.16271,366.69892,1428.97978,-4350.4766,1937.36409,2341.32125,-4772.66809,480.66129,1382.64584,-4270.62701,1916.88593,2349.15882,-4430.05954,502.80292,1454.39961,-3974.47204,1773.74492,3215.80879,-26.95562,1241.69203,3216.19189,33.82018,1782.08779,4074.87393,262.21131,1174.35753,4224.37242,74.59585,1623.8226,4368.80655,2607.10576,1238.36044,4300.16982,2835.70878,1584.56955,4379.12684,2826.16923,1258.85428,4264.57069,3104.78759,1541.25232,4734.39358,2519.76494,1265.65133,4624.94039,2908.21847
20210409_102200.jpeg,thumps-DOWN,2143.90984,1538.74401,-2649.58687,2237.02077,1479.39719,-2489.87543,2271.14007,1505.83057,-2488.59029,2306.65534,1532.22951,-2489.8433,2147.12984,1400.8365,-2566.92766,2107.1369,1366.24225,-2566.37372,2066.57807,1332.69133,-2567.65948,2273.70632,1578.451,-1440.45428,1953.06022,1314.27963,-1826.3532,2117.37862,1663.90983,-2247.33001,1988.47895,1556.85556,-2357.04536,2190.21239,1968.80396,-774.72395,1410.79355,1622.89038,-1343.44477,2154.97775,2431.08032,-553.20777,711.42422,1624.89656,-2318.78923,2294.87238,2527.84048,-1525.57823,876.73876,1131.47302,-3735.01298,2327.34304,2582.02219,-1685.75345,903.85086,984.55494,-4098.25676,2375.07011,2541.51524,-1882.33095,1005.74414,955.02961,-4037.89229,2334.61325,2539.19266,-1645.41905,1028.03749,1031.40786,-3768.6949,2021.77051,3088.15392,167.73394,1561.02381,3047.62078,-161.61156,1873.50181,3961.23612,789.09287,1478.95331,3960.94369,65.68094,1756.99832,4355.04057,2943.93985,1298.6251,4350.53624,2320.63592,1714.02271,4385.91737,3121.31285,1288.28195,4376.45203,2511.04909,1688.48313,4725.96151,2502.86034,1253.57045,4709.89665,1885.79587
20210409_102205.jpeg,thumps-DOWN,1825.74105,1153.08568,-1805.78517,1888.24773,1069.15001,-1683.716,1924.84466,1086.91843,-1682.82587,1962.28329,1104.32608,-1683.40496,1781.38422,1013.58859,-1795.30257,1730.96828,988.71792,-1795.52576,1680.13948,964.65535,-1796.35598,1905.10328,1156.11686,-838.03749,1528.67018,973.22261,-1328.81153,1805.97888,1289.75734,-1485.86297,1659.08409,1214.96868,-1625.0649,1890.3572,1595.25257,-431.16855,1056.83152,1541.34399,-779.9242,2149.12864,2014.04289,-610.38599,811.73071,2244.24385,-1242.88475,2188.55009,1940.9305,-2226.02519,572.11015,1799.81681,-2683.60312,2177.67061,1953.56124,-2529.722,541.10942,1676.79069,-2956.61062,2160.85665,1871.30033,-2609.02075,518.35688,1534.93229,-3004.50796,2130.28826,1883.86341,-2312.79391,588.34001,1583.55491,-2740.13544,1787.40592,2873.2789,42.00173,1332.34303,2897.73891,-37.21181,1650.6869,3687.54691,638.85889,1146.33078,3767.32773,123.36916,1558.07481,4166.21033,2133.0569,1052.67087,4172.7969,1754.05584,1526.02136,4209.14928,2256.99714,1069.20226,4200.62543,1893.69935,1531.15464,4563.73774,1878.20018,963.85221,4573.45692,1536.16576
20210409_102207.jpeg,thumps-DOWN,1382.45988,1105.62807,-2042.05156,1434.83519,1000.30065,-1945.14914,1478.11688,1008.6787,-1943.88775,1521.92706,1016.40837,-1944.16294,1312.59607,971.197,-2021.36044,1257.26073,957.51259,-2021.65488,1201.63903,944.84616,-2022.46554,1502.84766,1075.45133,-1147.38699,1070.37131,981.92285,-1448.67966,1406.98919,1243.20346,-1733.02311,1242.12561,1204.3787,-1816.48135,1598.68471,1472.83294,-604.97974,768.07504,1610.40902,-770.02495,1961.6952,1670.76582,-22.63284,622.297,2333.66034,-1020.37661,1813.10102,1892.48965,-618.41228,349.92144,1879.99037,-2195.48737,1779.18784,1999.24239,-786.46756,307.53662,1745.27886,-2416.8284,1719.4141,1939.45432,-855.01496,264.28256,1614.93443,-2451.80245,1711.3056,1923.84215,-666.48333,340.35558,1659.4463,-2236.83762,1661.34427,2780.68764,-105.01341,1193.79904,2861.55989,110.64492,1593.73908,3638.00678,261.84827,1050.19705,3798.95584,265.56409,1572.31211,4194.97318,1636.22376,1078.20144,4124.46146,2046.2039,1568.75873,4242.53773,1740.25266,1130.96572,4122.18408,2211.04707,1479.16502,4627.67391,1188.43931,990.56067,4539.9268,1887.79964
20210409_102220.jpeg,thumps-DOWN,1148.40757,1130.66018,-2959.74183,1206.53344,1040.81091,-2751.32549,1251.6522,1043.75307,-2752.17325,1298.02793,1046.39246,-2754.48403,1084.98678,1036.76245,-2746.08683,1035.97728,1034.46253,-2744.18798,986.77525,1033.16482,-2744.60146,1346.67641,1134.93884,-1670.43495,918.71886,1112.9783,-1615.08626,1231.34275,1259.02537,-2568.97272,1050.09888,1248.84648,-2548.84471,1633.63904,1804.72683,-1025.83932,587.06837,1714.22843,-1058.33776,1733.06487,2539.9098,-328.45792,110.80788,2116.57795,-2058.30939,1785.78459,3184.01779,-1016.12834,86.86154,1616.05314,-4109.17426,1843.15132,3408.27353,-1183.81225,107.38657,1519.71562,-4534.48765,1772.20864,3410.8833,-1494.109,144.44727,1427.22483,-4595.06599,1698.82031,3325.96673,-1134.28249,195.66107,1478.93168,-4189.24798,1340.66076,3276.36954,-116.57413,751.24829,3297.34113,126.82693,1305.06044,4204.21086,801.86181,771.76905,4221.79049,1059.19289,1261.06913,4910.88826,3307.16252,766.08843,4891.21509,3897.26631,1246.79116,5002.77175,3500.78389,799.66744,4984.63042,4107.49426,1253.30154,5312.63832,2604.36537,704.99758,5263.85502,3129.39839
20210409_102222.jpeg,thumps-DOWN,1331.02188,1541.72888,-1974.20579,1389.9567,1444.9796,-1785.17834,1432.72433,1449.36983,-1786.10417,1476.94722,1453.28214,-1788.86288,1274.15493,1434.65408,-1781.58041,1226.84964,1429.30556,-1779.77531,1179.48948,1424.58763,-1779.21345,1510.12532,1528.01774,-855.62533,1106.99338,1484.61535,-796.88886,1396.64969,1662.27628,-1635.2315,1226.36717,1644.72587,-1617.86903,1771.8737,2137.95634,-501.24535,750.66555,2056.78547,-281.94431,1912.9009,2906.81343,-164.53356,200.88817,2477.50383,-1452.40378,2042.39286,3619.39553,-775.6594,152.98484,1901.27987,-3257.59915,2135.84526,3856.87761,-917.52164,146.47874,1757.42522,-3624.37894,2058.25972,3882.65035,-1146.80324,199.52519,1687.4701,-3608.96498,1976.29554,3800.34603,-859.73476,254.04466,1759.88685,-3311.82908,1588.01212,3638.83361,-160.35846,985.50011,3684.32473,170.32222,1681.08021,4674.70101,-160.46082,1024.1327,4690.49192,491.60193,1734.15662,5537.15617,1637.46048,1025.07095,5456.02871,2856.66437,1752.54751,5643.66142,1763.90954,1056.01418,5558.61531,3029.22243,1687.76404,5944.1164,869.46514,978.00477,5826.00899,2174.86968
20210409_102224.jpeg,thumps-DOWN,1426.59662,1549.9253,-1712.99429,1520.82569,1463.75608,-1597.5318,1567.89343,1468.82169,-1597.59947,1616.47912,1473.20791,-1598.48712,1409.33209,1453.50015,-1474.62046,1369.87634,1448.62044,-1473.59141,1330.18188,1444.53725,-1473.71542,1718.59956,1556.0403,-946.86442,1332.59494,1507.38654,-340.12335,1526.20296,1673.76241,-1479.7736,1363.0789,1656.10326,-1303.53239,2013.13134,2175.36665,-725.52859,1050.91288,2056.96751,189.05036,2136.75883,2936.63656,-578.84637,428.05518,2385.73941,-843.21392,2215.88716,3663.00615,-964.33716,419.44146,1880.78276,-2521.30959,2298.51936,3894.84122,-1069.59743,419.30891,1750.84581,-2867.76285,2195.97722,3922.83291,-1244.1539,494.49598,1708.9455,-2802.31835,2122.08228,3837.47123,-1014.36096,546.06901,1782.61656,-2554.94588,1759.77954,3638.72227,-359.64414,1198.75452,3653.28863,367.64372,1834.09076,4666.09861,-387.0022,1183.44735,4635.5294,721.02515,1892.43035,5441.16882,1291.55418,1184.39173,5343.8894,2977.21854,1938.77713,5540.17908,1421.54685,1238.18552,5444.84383,3144.90081,1796.56039,5815.07547,590.69304,1048.21788,5695.32542,2323.97931
